EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,MonthlyIncome,SalaryBand,DistanceFromHome,BusinessTravel,OverTime,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,RelationshipSatisfaction,PerformanceRating,Attrition
1732,36,Female,Married,Research & Development,Research Scientist,Life Sciences,5510,Medium,29,Travel_Frequently,No,12,11,5,10,8,5,1,3,2,1,2,1,4,Yes
1733,57,Male,Single,Sales,Sales Representative,Human Resources,6480,High,2,Travel_Rarely,Yes,34,31,1,28,9,6,0,4,4,3,1,4,3,No
1734,51,Female,Married,Research & Development,Manufacturing Director,Life Sciences,7540,High,29,Travel_Frequently,No,29,28,15,27,0,6,0,4,3,4,4,2,3,No
1735,26,Male,Single,Sales,Sales Representative,Medical,5120,Medium,17,Travel_Rarely,No,4,0,1,0,7,2,3,4,3,3,3,3,3,No
1736,46,Male,Single,Research & Development,Research Director,Life Sciences,5330,Medium,8,Travel_Rarely,No,23,23,7,20,1,0,2,1,1,2,2,4,3,Yes
1737,49,Male,Single,Sales,Sales Representative,Marketing,7650,High,12,Travel_Rarely,No,27,25,14,23,2,4,1,4,4,2,3,4,3,No
1738,32,Female,Divorced,Sales,Manager,Technical Degree,7750,High,23,Travel_Frequently,Yes,9,8,3,8,5,6,1,2,1,2,4,4,3,Yes
1739,49,Male,Divorced,Research & Development,Laboratory Technician,Medical,9940,High,29,Travel_Rarely,No,29,27,6,27,6,5,0,3,2,2,2,1,3,No
1740,56,Male,Married,Research & Development,Manufacturing Director,Life Sciences,5490,Medium,10,Travel_Rarely,No,32,32,10,29,0,4,2,4,3,2,4,3,4,No
1741,53,Female,Single,Research & Development,Research Scientist,Life Sciences,8560,High,29,Travel_Rarely,No,29,27,2,27,1,5,1,2,4,1,4,4,3,No
1742,50,Male,Single,Research & Development,Research Director,Human Resources,6630,High,19,Travel_Rarely,No,28,24,15,22,2,0,0,2,3,3,4,1,3,Yes
1743,45,Male,Single,Human Resources,Human Resources,Other,5790,Medium,6,Travel_Rarely,No,23,18,12,16,6,4,0,1,2,1,1,4,4,No
1744,29,Male,Divorced,Research & Development,Research Director,Human Resources,6720,High,18,Travel_Rarely,No,7,6,6,3,4,0,1,1,2,1,1,4,3,Yes
1745,52,Male,Single,Research & Development,Healthcare Representative,Technical Degree,7090,High,24,Travel_Frequently,No,28,26,0,23,2,5,0,1,4,2,1,4,3,No
1746,33,Male,Divorced,Research & Development,Healthcare Representative,Technical Degree,4230,Medium,2,Travel_Frequently,No,13,9,6,8,1,0,0,2,2,4,3,2,3,Yes
1747,40,Male,Married,Sales,Manager,Other,4350,Medium,3,Travel_Rarely,Yes,19,17,10,15,9,4,0,4,4,3,2,1,3,No
1748,31,Female,Married,Research & Development,Research Scientist,Technical Degree,9030,High,1,Travel_Rarely,No,8,5,3,3,7,6,1,2,1,2,4,3,3,No
1749,31,Male,Divorced,Sales,Sales Executive,Marketing,6010,High,17,Travel_Rarely,No,8,6,6,3,9,0,0,3,3,3,1,3,3,No
1750,24,Male,Single,Research & Development,Healthcare Representative,Medical,7560,High,2,Non-Travel,Yes,3,0,0,0,4,2,1,1,3,3,2,3,3,Yes
1751,59,Male,Married,Sales,Sales Representative,Marketing,8930,High,28,Travel_Rarely,No,39,36,5,36,8,0,0,3,3,2,2,2,4,No
1752,24,Male,Single,Human Resources,Human Resources,Life Sciences,6730,High,4,Travel_Rarely,Yes,2,0,0,0,6,5,1,4,2,4,4,1,4,Yes
1753,21,Male,Divorced,Research & Development,Laboratory Technician,Medical,8630,High,3,Travel_Rarely,No,0,0,0,0,5,6,0,2,3,3,1,4,3,No
1754,58,Male,Married,Research & Development,Healthcare Representative,Other,7100,High,8,Non-Travel,Yes,35,33,5,33,4,0,1,2,2,1,2,3,4,No
1755,41,Male,Single,Research & Development,Laboratory Technician,Human Resources,7240,High,23,Travel_Rarely,No,21,20,2,20,5,3,1,4,3,4,4,4,3,No
1756,36,Male,Divorced,Sales,Sales Executive,Life Sciences,10910,Very High,27,Travel_Rarely,No,16,16,2,16,4,5,1,3,4,1,4,4,3,No
1757,49,Female,Single,Research & Development,Research Director,Life Sciences,6450,High,8,Travel_Frequently,Yes,28,25,7,23,6,0,0,2,3,1,4,2,3,Yes
1758,34,Female,Single,Research & Development,Research Scientist,Life Sciences,9080,High,16,Travel_Rarely,No,12,8,1,5,4,3,1,1,3,2,3,2,4,No
1759,23,Male,Divorced,Research & Development,Laboratory Technician,Other,3960,Medium,23,Travel_Rarely,No,3,1,0,0,9,0,2,4,4,2,1,4,4,No
1760,49,Male,Married,Research & Development,Research Scientist,Medical,7450,High,24,Travel_Rarely,No,29,29,15,29,8,6,0,3,1,4,1,3,3,No
1761,25,Male,Divorced,Research & Development,Research Director,Medical,12070,Very High,5,Travel_Rarely,No,3,0,0,0,4,3,1,1,3,3,2,3,3,No
1762,41,Female,Married,Research & Development,Manufacturing Director,Life Sciences,16490,Very High,25,Travel_Rarely,No,20,19,2,17,3,3,1,3,3,1,2,4,3,No
1763,58,Male,Married,Research & Development,Healthcare Representative,Human Resources,4030,Medium,26,Non-Travel,No,35,32,15,30,7,6,2,4,3,2,3,1,3,No
1764,58,Male,Single,Research & Development,Laboratory Technician,Marketing,6000,Medium,22,Travel_Rarely,No,38,38,3,38,6,5,1,4,1,4,1,2,3,No
1765,33,Male,Single,Research & Development,Laboratory Technician,Other,4700,Medium,16,Travel_Rarely,No,9,9,7,6,2,2,3,1,4,3,3,1,3,No
1766,51,Male,Divorced,Research & Development,Research Scientist,Other,6550,High,12,Travel_Rarely,No,31,26,10,26,8,4,1,2,1,3,2,2,3,No
1767,44,Male,Single,Human Resources,Human Resources,Life Sciences,9680,High,26,Travel_Rarely,No,22,18,7,16,6,2,1,4,2,3,1,2,3,No
1768,38,Female,Married,Research & Development,Manufacturing Director,Other,11080,Very High,26,Travel_Rarely,No,14,14,3,12,6,3,0,4,3,3,4,2,3,No
1769,24,Female,Single,Research & Development,Research Scientist,Technical Degree,11230,Very High,16,Travel_Frequently,No,1,1,0,0,7,5,1,3,2,1,2,1,3,Yes
1770,34,Male,Single,Research & Development,Manufacturing Director,Technical Degree,3900,Medium,22,Travel_Frequently,No,10,8,1,6,2,6,0,2,1,3,1,4,3,Yes
1771,46,Male,Married,Research & Development,Healthcare Representative,Medical,7030,High,12,Travel_Frequently,Yes,26,22,12,21,7,6,1,4,3,3,2,2,3,No
1772,60,Male,Divorced,Research & Development,Research Director,Human Resources,5450,Medium,22,Travel_Frequently,No,37,35,5,33,1,3,0,3,2,1,4,2,3,Yes
1773,18,Male,Married,Research & Development,Research Director,Human Resources,6400,High,3,Travel_Rarely,No,0,0,1,0,7,6,1,3,4,3,4,4,3,Yes
1774,48,Male,Divorced,Sales,Manager,Marketing,5740,Medium,27,Travel_Rarely,No,25,22,5,21,5,6,1,4,4,1,1,2,3,No
1775,54,Male,Single,Research & Development,Research Director,Life Sciences,3970,Medium,15,Travel_Rarely,No,33,30,15,28,5,3,2,2,2,1,3,4,3,Yes
1776,58,Female,Married,Sales,Sales Representative,Human Resources,11120,Very High,18,Non-Travel,No,35,34,15,32,7,0,0,3,3,4,3,1,4,No
1777,36,Female,Single,Sales,Manager,Human Resources,5140,Medium,6,Travel_Frequently,No,16,12,8,12,3,0,2,1,1,2,4,4,3,Yes
1778,23,Female,Married,Research & Development,Research Scientist,Technical Degree,5480,Medium,16,Non-Travel,No,0,0,1,0,7,4,2,3,4,2,4,4,3,Yes
1779,29,Female,Single,Research & Development,Healthcare Representative,Technical Degree,12100,Very High,1,Travel_Rarely,No,7,7,4,7,0,5,2,3,1,3,3,4,3,No
1780,54,Male,Married,Research & Development,Laboratory Technician,Medical,3720,Medium,26,Travel_Rarely,No,32,28,15,27,6,6,1,4,4,3,3,4,3,Yes
1781,55,Male,Single,Sales,Manager,Life Sciences,8190,High,22,Travel_Frequently,Yes,33,28,7,27,7,1,0,2,4,3,2,3,3,Yes
1782,45,Male,Divorced,Sales,Manager,Human Resources,10230,Very High,14,Travel_Rarely,No,25,23,15,22,0,6,2,4,2,4,4,3,3,No
1783,23,Male,Divorced,Research & Development,Manufacturing Director,Marketing,11690,Very High,25,Travel_Rarely,No,2,0,0,0,6,5,1,3,4,3,4,4,4,No
1784,23,Male,Divorced,Sales,Sales Executive,Medical,7970,High,24,Travel_Rarely,No,0,0,1,0,7,3,1,1,3,1,4,4,3,No
1785,38,Female,Single,Sales,Sales Representative,Other,9140,High,4,Travel_Rarely,No,14,13,6,12,5,2,0,1,3,1,4,3,3,No
1786,43,Male,Divorced,Sales,Sales Representative,Life Sciences,10230,Very High,2,Travel_Rarely,Yes,19,15,14,12,6,3,0,1,2,2,3,3,3,No
1787,19,Male,Single,Research & Development,Healthcare Representative,Life Sciences,6590,High,8,Travel_Rarely,No,0,0,0,0,0,4,0,2,1,2,4,1,3,No
1788,47,Male,Single,Research & Development,Healthcare Representative,Medical,4860,Medium,1,Travel_Rarely,No,26,22,11,21,9,5,1,3,3,2,4,4,3,Yes
1789,41,Female,Single,Research & Development,Manufacturing Director,Marketing,12480,Very High,17,Non-Travel,No,19,18,3,17,9,1,1,4,1,1,1,4,3,No
1790,18,Male,Single,Research & Development,Healthcare Representative,Marketing,8750,High,16,Travel_Rarely,No,0,0,1,0,7,2,2,4,2,1,1,1,3,Yes
1791,22,Male,Married,Sales,Sales Representative,Medical,7020,High,16,Travel_Frequently,No,1,0,0,0,0,0,0,3,1,1,4,2,3,Yes
1792,37,Male,Single,Research & Development,Manufacturing Director,Marketing,4040,Medium,3,Travel_Rarely,No,16,14,6,13,4,6,0,2,1,4,2,1,4,No
1793,49,Female,Married,Research & Development,Healthcare Representative,Marketing,2860,Low,27,Travel_Rarely,No,25,21,0,21,8,2,0,3,1,2,4,2,3,Yes
1794,53,Female,Married,Sales,Manager,Technical Degree,8130,High,29,Travel_Rarely,No,32,32,10,30,6,1,0,2,1,4,2,4,3,Yes
1795,36,Male,Divorced,Sales,Sales Representative,Technical Degree,2800,Low,18,Travel_Frequently,Yes,16,16,8,16,9,1,1,1,4,2,2,2,3,Yes
1796,30,Female,Married,Sales,Sales Representative,Human Resources,6990,High,1,Travel_Rarely,Yes,7,7,2,4,6,0,1,3,4,2,4,2,3,No
1797,59,Male,Married,Sales,Manager,Other,5230,Medium,12,Travel_Rarely,No,36,35,13,34,7,3,3,4,4,2,3,4,3,No
1798,37,Female,Single,Research & Development,Research Director,Medical,5730,Medium,21,Travel_Frequently,No,16,16,2,14,3,5,0,1,1,4,3,2,3,Yes
1799,31,Male,Divorced,Research & Development,Manufacturing Director,Human Resources,11280,Very High,22,Travel_Rarely,No,8,6,5,4,8,2,0,1,4,3,2,4,3,No
1800,37,Male,Single,Sales,Sales Executive,Technical Degree,5250,Medium,8,Travel_Rarely,No,13,13,11,12,5,2,1,1,3,1,3,4,3,No
1801,18,Female,Single,Research & Development,Research Scientist,Medical,7130,High,24,Travel_Rarely,Yes,0,0,0,0,8,4,0,1,4,2,2,2,3,Yes
1802,30,Male,Single,Research & Development,Research Scientist,Marketing,5260,Medium,29,Travel_Rarely,No,7,7,0,6,2,2,1,1,4,4,4,3,3,No
1803,40,Male,Married,Research & Development,Manufacturing Director,Other,7820,High,15,Travel_Frequently,No,18,13,0,10,2,5,1,1,2,1,2,2,3,No
1804,57,Female,Married,Research & Development,Research Director,Other,7390,High,12,Travel_Rarely,Yes,37,32,15,30,0,2,2,1,3,4,1,2,3,No
1805,49,Female,Married,Research & Development,Healthcare Representative,Marketing,7000,High,16,Travel_Frequently,No,27,23,15,23,6,3,0,2,3,4,3,4,3,No
1806,51,Male,Married,Research & Development,Laboratory Technician,Life Sciences,10240,Very High,1,Travel_Frequently,No,27,23,15,22,7,6,3,3,2,1,4,2,4,No
1807,41,Female,Married,Sales,Manager,Medical,3720,Medium,16,Travel_Rarely,No,17,13,5,12,2,5,3,1,2,3,4,1,3,No
1808,22,Female,Married,Research & Development,Research Director,Life Sciences,3380,Medium,1,Travel_Rarely,No,0,0,0,0,3,4,0,2,1,3,1,2,3,No
1809,34,Male,Single,Sales,Sales Executive,Other,4310,Medium,2,Travel_Rarely,No,10,7,1,4,5,2,1,4,1,4,4,3,3,No
1810,60,Female,Married,Research & Development,Laboratory Technician,Technical Degree,7400,High,17,Travel_Frequently,Yes,38,35,2,34,7,6,1,1,4,4,2,1,3,Yes
1811,19,Male,Married,Research & Development,Laboratory Technician,Marketing,8360,High,15,Travel_Rarely,No,0,0,1,0,3,3,0,4,3,1,4,3,3,Yes
1812,55,Female,Married,Sales,Manager,Other,2310,Low,29,Travel_Rarely,Yes,33,30,13,30,4,2,3,3,3,2,3,1,3,Yes
1813,47,Male,Single,Research & Development,Healthcare Representative,Other,8310,High,15,Travel_Frequently,No,26,24,12,22,1,4,0,3,3,4,4,1,3,No
1814,30,Male,Married,Research & Development,Healthcare Representative,Other,13410,Very High,29,Travel_Rarely,No,6,6,2,6,8,2,0,2,2,2,2,3,3,No
1815,51,Male,Single,Sales,Sales Representative,Life Sciences,6060,High,24,Travel_Frequently,No,28,23,7,20,8,6,0,2,1,1,3,1,3,Yes
1816,53,Male,Single,Sales,Sales Representative,Technical Degree,12620,Very High,10,Travel_Rarely,No,31,27,15,25,7,1,1,2,4,3,3,4,4,No
1817,19,Female,Single,Research & Development,Laboratory Technician,Human Resources,8070,High,27,Travel_Rarely,No,0,0,1,0,8,0,2,1,4,1,1,1,3,Yes
1818,22,Female,Married,Sales,Manager,Other,11990,Very High,14,Travel_Rarely,No,2,1,1,0,7,3,1,2,1,1,4,2,3,No
1819,46,Male,Single,Research & Development,Research Scientist,Medical,11040,Very High,18,Travel_Rarely,No,26,22,8,19,8,6,1,4,4,4,1,1,3,No
1820,60,Male,Married,Sales,Sales Executive,Marketing,6060,High,3,Non-Travel,Yes,39,36,15,35,4,0,0,1,2,1,4,2,3,Yes
1821,19,Male,Single,Research & Development,Research Scientist,Human Resources,9690,High,7,Travel_Rarely,Yes,0,0,0,0,2,5,1,3,3,4,1,4,3,No
1822,46,Male,Married,Research & Development,Manufacturing Director,Life Sciences,6050,High,16,Travel_Rarely,No,25,20,10,19,9,0,1,3,1,1,1,3,3,Yes
1823,23,Male,Single,Research & Development,Laboratory Technician,Technical Degree,13300,Very High,8,Travel_Frequently,No,0,0,0,0,0,3,1,1,2,1,2,3,3,No
1824,45,Female,Married,Research & Development,Research Scientist,Life Sciences,6280,High,18,Non-Travel,Yes,22,17,12,16,4,3,1,1,1,3,1,1,3,No
1825,44,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,8520,High,3,Travel_Rarely,No,22,20,1,17,7,1,3,3,4,1,1,2,4,No
1826,21,Male,Married,Human Resources,Manager,Life Sciences,14380,Very High,8,Travel_Rarely,Yes,1,0,1,0,7,5,1,1,2,2,1,2,3,No
1827,47,Male,Single,Research & Development,Manufacturing Director,Life Sciences,8670,High,20,Travel_Rarely,No,23,23,14,21,6,1,1,4,2,2,2,3,4,No
1828,56,Female,Married,Research & Development,Healthcare Representative,Medical,5810,Medium,18,Non-Travel,No,33,29,1,26,4,3,1,1,3,3,2,1,3,No
1829,55,Male,Divorced,Research & Development,Healthcare Representative,Medical,4130,Medium,29,Travel_Rarely,Yes,33,28,14,28,9,3,0,1,4,2,1,4,3,Yes
1830,19,Male,Divorced,Research & Development,Healthcare Representative,Marketing,3740,Medium,27,Travel_Rarely,Yes,0,0,0,0,2,3,1,2,2,1,1,3,3,Yes
1831,28,Male,Single,Research & Development,Laboratory Technician,Medical,8300,High,24,Travel_Rarely,No,6,2,1,0,1,0,1,2,3,1,3,2,3,Yes
1832,28,Male,Married,Sales,Manager,Marketing,6720,High,1,Travel_Rarely,No,4,4,0,2,6,3,1,1,3,1,2,1,3,Yes
1833,37,Male,Married,Sales,Manager,Technical Degree,4340,Medium,18,Travel_Frequently,No,14,10,7,10,3,4,1,3,2,1,4,3,3,Yes
1834,24,Female,Single,Research & Development,Healthcare Representative,Technical Degree,9260,High,7,Travel_Rarely,Yes,2,2,1,0,4,3,0,2,4,3,4,2,3,Yes
1835,54,Male,Married,Research & Development,Laboratory Technician,Human Resources,9210,High,8,Travel_Rarely,No,31,26,9,26,4,5,0,3,1,2,1,3,3,Yes
1836,51,Male,Married,Research & Development,Laboratory Technician,Marketing,6670,High,7,Travel_Rarely,No,27,26,15,23,2,5,0,1,4,1,4,3,3,No
1837,52,Male,Married,Research & Development,Manufacturing Director,Technical Degree,12220,Very High,14,Travel_Frequently,No,31,29,15,26,9,1,1,1,2,2,3,3,4,Yes
1838,26,Female,Divorced,Research & Development,Healthcare Representative,Other,3490,Medium,4,Travel_Frequently,No,2,0,1,0,3,5,3,1,1,3,4,4,3,Yes
1839,18,Male,Married,Research & Development,Healthcare Representative,Medical,5900,Medium,16,Travel_Rarely,Yes,0,0,0,0,6,6,1,1,4,2,2,3,3,No
1840,57,Male,Married,Sales,Sales Representative,Other,8650,High,5,Travel_Rarely,No,37,35,15,33,1,5,1,4,4,2,1,3,4,No
1841,30,Male,Married,Sales,Sales Executive,Human Resources,4530,Medium,15,Travel_Rarely,No,6,1,1,0,9,5,1,2,4,3,4,2,3,Yes
1842,46,Male,Single,Research & Development,Manufacturing Director,Medical,9640,High,19,Travel_Rarely,No,23,23,15,21,9,1,0,2,1,3,3,4,3,Yes
1843,57,Male,Married,Research & Development,Research Director,Medical,10810,Very High,6,Travel_Rarely,No,36,34,15,33,0,4,0,3,4,3,1,2,3,No
1844,19,Female,Divorced,Human Resources,Manager,Marketing,2560,Low,3,Travel_Rarely,Yes,0,0,0,0,6,3,0,1,3,2,1,3,4,No
1845,18,Male,Married,Research & Development,Laboratory Technician,Medical,12400,Very High,24,Travel_Rarely,Yes,0,0,1,0,5,6,3,3,4,2,1,4,3,No
1846,18,Male,Single,Research & Development,Laboratory Technician,Technical Degree,8440,High,22,Travel_Frequently,Yes,0,0,0,0,1,5,0,3,2,4,2,2,3,Yes
1847,24,Male,Married,Research & Development,Research Scientist,Human Resources,5620,Medium,8,Travel_Rarely,No,4,2,0,0,7,1,1,4,4,4,2,1,3,No
1848,20,Female,Divorced,Research & Development,Laboratory Technician,Technical Degree,3850,Medium,26,Travel_Rarely,Yes,0,0,1,0,7,6,0,1,3,1,2,1,3,Yes
1849,53,Female,Divorced,Sales,Manager,Life Sciences,10180,Very High,7,Travel_Rarely,Yes,33,29,15,27,8,4,1,1,2,4,4,1,3,Yes
1850,44,Female,Married,Research & Development,Laboratory Technician,Medical,4260,Medium,27,Travel_Frequently,Yes,23,20,15,20,6,3,0,4,1,4,4,1,4,Yes
1851,60,Male,Married,Research & Development,Healthcare Representative,Other,8430,High,4,Travel_Rarely,Yes,38,34,12,33,7,3,3,2,4,4,3,3,3,No
1852,52,Female,Married,Research & Development,Research Scientist,Medical,4320,Medium,20,Travel_Rarely,No,31,28,15,27,7,3,0,1,3,2,3,2,3,No
1853,59,Female,Divorced,Research & Development,Manufacturing Director,Technical Degree,6930,High,1,Travel_Rarely,No,37,32,15,32,7,5,2,3,1,3,4,1,3,Yes
1854,28,Male,Divorced,Sales,Sales Representative,Other,9990,High,6,Travel_Rarely,No,6,4,1,1,5,5,1,2,1,1,2,1,3,No
1855,30,Male,Divorced,Sales,Manager,Medical,5650,Medium,12,Travel_Rarely,No,8,4,4,2,7,3,1,4,4,1,3,2,3,No
1856,54,Female,Married,Sales,Manager,Technical Degree,12360,Very High,3,Travel_Frequently,No,30,27,15,24,0,6,1,4,1,3,3,2,3,No
1857,28,Male,Single,Sales,Sales Representative,Marketing,8740,High,14,Non-Travel,No,8,4,0,1,6,1,1,3,1,1,2,4,3,No
1858,20,Female,Married,Research & Development,Research Director,Life Sciences,4530,Medium,7,Travel_Rarely,No,0,0,1,0,2,2,0,1,3,1,4,3,3,Yes
1859,46,Male,Single,Research & Development,Research Director,Marketing,3960,Medium,3,Travel_Rarely,Yes,25,24,11,21,4,4,1,3,4,2,1,3,3,No
1860,52,Male,Single,Research & Development,Manufacturing Director,Marketing,5010,Medium,28,Travel_Rarely,No,32,31,15,31,7,1,1,1,2,2,1,3,3,Yes
1861,59,Male,Married,Research & Development,Research Scientist,Life Sciences,6800,High,29,Travel_Frequently,No,37,36,15,33,1,3,1,4,3,1,2,4,3,No
1862,57,Female,Married,Sales,Sales Representative,Human Resources,12870,Very High,28,Travel_Rarely,No,36,34,7,32,7,5,1,3,3,4,4,2,3,No
1863,23,Female,Divorced,Sales,Sales Executive,Technical Degree,13930,Very High,5,Travel_Rarely,Yes,3,1,0,0,2,4,1,2,3,3,2,1,4,No
1864,51,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,5570,Medium,12,Non-Travel,Yes,29,29,15,28,7,4,0,4,3,4,1,3,4,No
1865,54,Male,Divorced,Sales,Sales Representative,Human Resources,5500,Medium,10,Travel_Rarely,Yes,30,25,15,25,7,1,0,3,1,4,4,1,3,No
1866,48,Male,Married,Research & Development,Laboratory Technician,Human Resources,9340,High,10,Travel_Frequently,No,26,21,15,21,0,1,0,2,3,3,1,1,3,No
1867,53,Male,Married,Sales,Sales Executive,Life Sciences,9310,High,13,Travel_Rarely,No,30,27,7,27,2,3,1,1,1,2,1,4,3,No
1868,54,Female,Single,Research & Development,Healthcare Representative,Life Sciences,11510,Very High,15,Travel_Frequently,Yes,34,33,15,30,8,2,0,3,3,4,4,3,3,No
1869,37,Male,Married,Research & Development,Laboratory Technician,Marketing,11640,Very High,15,Travel_Rarely,Yes,17,13,4,11,3,0,0,2,4,3,2,3,3,No
1870,19,Male,Single,Sales,Sales Executive,Technical Degree,4880,Medium,9,Travel_Frequently,Yes,0,0,1,0,4,3,2,1,4,2,1,3,3,Yes
1871,37,Male,Single,Sales,Manager,Other,3680,Medium,29,Travel_Frequently,Yes,14,13,4,13,0,5,0,1,1,2,2,3,4,Yes
1872,26,Female,Single,Human Resources,Manager,Marketing,8790,High,29,Travel_Rarely,No,2,0,1,0,6,5,0,3,4,1,3,2,3,Yes
1873,22,Male,Divorced,Sales,Manager,Technical Degree,7560,High,10,Non-Travel,No,2,0,1,0,0,0,2,4,2,4,4,1,3,Yes
1874,23,Female,Married,Research & Development,Research Director,Life Sciences,3030,Medium,7,Travel_Rarely,No,1,0,1,0,2,5,1,2,1,4,1,2,4,No
1875,47,Male,Divorced,Research & Development,Healthcare Representative,Technical Degree,3650,Medium,16,Non-Travel,No,26,25,12,22,4,2,1,1,3,3,2,4,3,Yes
1876,39,Male,Divorced,Sales,Sales Representative,Human Resources,8610,High,11,Travel_Rarely,No,16,16,8,14,7,1,0,3,3,1,3,4,3,No
1877,41,Female,Divorced,Research & Development,Laboratory Technician,Technical Degree,6560,High,29,Travel_Rarely,No,20,15,10,12,4,3,1,1,2,4,3,1,3,Yes
1878,50,Male,Single,Research & Development,Healthcare Representative,Marketing,8690,High,13,Travel_Frequently,No,28,27,11,26,9,1,3,1,3,1,3,3,4,Yes
1879,41,Female,Divorced,Research & Development,Laboratory Technician,Medical,4420,Medium,2,Travel_Rarely,No,17,13,7,12,5,4,0,3,3,1,2,2,4,No
1880,45,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,8960,High,4,Travel_Frequently,No,23,21,1,19,2,5,0,3,1,1,4,3,3,No
1881,21,Female,Divorced,Sales,Manager,Life Sciences,7950,High,3,Travel_Rarely,Yes,0,0,1,0,1,5,0,1,3,2,1,1,3,No
1882,54,Female,Single,Sales,Manager,Medical,9230,High,12,Travel_Rarely,Yes,31,26,3,23,7,0,2,1,2,2,4,1,4,Yes
1883,37,Female,Single,Research & Development,Laboratory Technician,Life Sciences,5730,Medium,10,Travel_Rarely,No,15,12,11,9,4,2,0,1,1,4,4,1,4,Yes
1884,24,Male,Divorced,Human Resources,Manager,Human Resources,5250,Medium,25,Travel_Rarely,No,3,1,1,1,6,3,1,3,2,2,3,1,3,No
1885,52,Female,Single,Sales,Manager,Marketing,3850,Medium,26,Travel_Rarely,Yes,28,26,15,26,3,6,1,3,4,4,2,1,3,Yes
1886,49,Female,Married,Sales,Manager,Human Resources,6110,High,5,Travel_Rarely,No,28,27,0,25,2,3,3,3,3,2,2,2,4,No
1887,20,Male,Married,Research & Development,Research Scientist,Technical Degree,10620,Very High,28,Travel_Frequently,No,0,0,0,0,5,4,0,1,2,3,2,3,3,No
1888,26,Male,Single,Research & Development,Research Director,Technical Degree,11870,Very High,17,Travel_Rarely,No,2,0,0,0,2,2,1,4,2,3,1,4,3,No
1889,18,Female,Single,Sales,Sales Executive,Technical Degree,4270,Medium,9,Travel_Rarely,No,0,0,0,0,9,2,3,1,4,4,1,3,3,No
1890,29,Male,Divorced,Research & Development,Healthcare Representative,Medical,6800,High,12,Travel_Rarely,Yes,5,3,3,2,7,5,0,4,3,4,3,1,3,No
1891,22,Female,Divorced,Research & Development,Research Scientist,Technical Degree,12950,Very High,13,Travel_Rarely,No,0,0,1,0,8,5,1,4,4,4,3,2,3,No
1892,48,Female,Divorced,Research & Development,Healthcare Representative,Other,13720,Very High,5,Travel_Rarely,Yes,25,25,15,24,2,0,0,2,3,4,2,2,3,No
1893,40,Male,Single,Sales,Sales Executive,Human Resources,6010,High,26,Travel_Frequently,No,20,15,13,14,0,3,0,4,4,1,2,1,3,Yes
1894,60,Male,Single,Sales,Sales Representative,Technical Degree,11020,Very High,1,Travel_Rarely,No,40,35,0,34,0,5,0,3,3,1,1,4,3,No
1895,50,Male,Married,Research & Development,Laboratory Technician,Human Resources,10220,Very High,3,Travel_Rarely,Yes,30,27,15,27,8,1,0,4,2,2,4,3,3,No
1896,44,Male,Married,Research & Development,Healthcare Representative,Human Resources,9870,High,8,Travel_Rarely,No,24,24,7,24,8,4,0,1,2,1,4,2,3,No
1897,39,Female,Single,Research & Development,Laboratory Technician,Technical Degree,3460,Medium,5,Travel_Frequently,No,15,12,8,12,6,3,2,1,1,2,1,2,3,Yes
1898,20,Male,Married,Research & Development,Research Director,Marketing,5440,Medium,2,Travel_Rarely,No,0,0,1,0,5,3,1,4,4,3,2,2,4,No
1899,21,Male,Divorced,Research & Development,Research Scientist,Life Sciences,6500,High,12,Non-Travel,No,1,1,1,0,2,4,1,4,4,2,3,2,3,No
1900,44,Female,Married,Human Resources,Human Resources,Medical,6420,High,11,Travel_Rarely,Yes,20,16,7,15,7,6,1,3,3,1,1,3,3,No
1901,18,Male,Married,Research & Development,Healthcare Representative,Human Resources,6770,High,4,Travel_Rarely,No,0,0,1,0,5,0,3,2,2,4,1,4,3,No
1902,19,Female,Married,Research & Development,Healthcare Representative,Life Sciences,14390,Very High,24,Travel_Rarely,Yes,0,0,0,0,6,1,0,2,1,2,4,2,3,No
1903,27,Male,Single,Research & Development,Laboratory Technician,Marketing,6090,High,26,Travel_Rarely,Yes,3,2,1,2,0,2,0,2,3,4,1,1,4,Yes
1904,56,Male,Single,Sales,Sales Representative,Other,8100,High,21,Travel_Rarely,No,34,30,14,29,5,5,0,2,1,3,3,4,3,No
1905,37,Male,Married,Research & Development,Manufacturing Director,Medical,7980,High,16,Non-Travel,No,13,8,3,7,6,4,2,3,3,3,4,2,4,No
1906,48,Female,Married,Research & Development,Manufacturing Director,Human Resources,6800,High,28,Travel_Frequently,No,24,20,4,17,7,1,2,4,2,4,3,1,3,No
1907,35,Female,Married,Sales,Sales Representative,Technical Degree,4370,Medium,11,Travel_Frequently,No,15,12,5,10,1,0,1,2,4,2,2,3,3,Yes
1908,25,Female,Divorced,Research & Development,Research Scientist,Life Sciences,7170,High,13,Travel_Rarely,No,5,2,2,0,0,6,0,4,4,1,1,4,3,Yes
